"simulation_run_id","model_class_label","innovation_rate","pop_richness","ssize_25","expected_25","sd_25","ssize_50","expected_50","sd_50"
"urn:uuid:029f5692-7e28-4076-abd6-23434b32917c","pureneutral","3.73346408995","11","7","7.94117914713424","2.043392118402733","6","10.37254519328866","2.5222801382391546"
"urn:uuid:49621ec1-ecf6-44c7-8e00-146174409129","pureneutral","4.90462001238","21","10","9.1315227169239","2.1307247692202096","16","12.227850664989438","2.69071464104597"
"urn:uuid:49621ec1-ecf6-44c7-8e00-146174409129","pureneutral","4.90462001238","19","11","9.1315227169239","2.1307247692202096","14","12.227850664989438","2.69071464104597"
"urn:uuid:49621ec1-ecf6-44c7-8e00-146174409129","pureneutral","4.90462001238","15","10","9.1315227169239","2.1307247692202096","14","12.227850664989438","2.69071464104597"
"urn:uuid:49621ec1-ecf6-44c7-8e00-146174409129","pureneutral","4.90462001238","14","8","9.1315227169239","2.1307247692202096","12","12.227850664989438","2.69071464104597"
"urn:uuid:cc87d81f-cfc5-4f71-b01e-37e8013f99f4","pureneutral","0.372509472632","2","2","2.215406388448631","1.0368535664904297","2","2.482284038066409","1.1571388542187104"
"urn:uuid:cc87d81f-cfc5-4f71-b01e-37e8013f99f4","pureneutral","0.372509472632","5","5","2.215406388448631","1.0368535664904297","5","2.482284038066409","1.1571388542187104"
"urn:uuid:cc87d81f-cfc5-4f71-b01e-37e8013f99f4","pureneutral","0.372509472632","4","3","2.215406388448631","1.0368535664904297","4","2.482284038066409","1.1571388542187104"
"urn:uuid:cc87d81f-cfc5-4f71-b01e-37e8013f99f4","pureneutral","0.372509472632","2","2","2.215406388448631","1.0368535664904297","2","2.482284038066409","1.1571388542187104"
"urn:uuid:6d91d688-8693-44d5-a14f-f7addd10ce42","pureneutral","2.96514876995","13","6","7.01839519152548","1.9571410330051464","7","8.990315148577649","2.375074043060255"
"urn:uuid:6d91d688-8693-44d5-a14f-f7addd10ce42","pureneutral","2.96514876995","17","8","7.01839519152548","1.9571410330051464","11","8.990315148577649","2.375074043060255"
"urn:uuid:6d91d688-8693-44d5-a14f-f7addd10ce42","pureneutral","2.96514876995","12","7","7.01839519152548","1.9571410330051464","8","8.990315148577649","2.375074043060255"
"urn:uuid:6d91d688-8693-44d5-a14f-f7addd10ce42","pureneutral","2.96514876995","14","7","7.01839519152548","1.9571410330051464","10","8.990315148577649","2.375074043060255"
"urn:uuid:1cbeb80c-32d8-456c-930a-43f6cc4f5f96","pureneutral","1.40761784654","7","4","4.601281659629333","1.6321816942554406","6","5.579505038986179","1.897999328002772"
"urn:uuid:1cbeb80c-32d8-456c-930a-43f6cc4f5f96","pureneutral","1.40761784654","8","7","4.601281659629333","1.6321816942554406","7","5.579505038986179","1.897999328002772"
"urn:uuid:1cbeb80c-32d8-456c-930a-43f6cc4f5f96","pureneutral","1.40761784654","6","6","4.601281659629333","1.6321816942554406","6","5.579505038986179","1.897999328002772"
"urn:uuid:1cbeb80c-32d8-456c-930a-43f6cc4f5f96","pureneutral","1.40761784654","6","5","4.601281659629333","1.6321816942554406","5","5.579505038986179","1.897999328002772"
"urn:uuid:a4bace75-680c-47fb-b9bc-e52fb72caa57","pureneutral","3.75822839678","19","10","7.968815134238603","2.0457141069348714","16","10.414674369549166","2.526453664756428"
"urn:uuid:a4bace75-680c-47fb-b9bc-e52fb72caa57","pureneutral","3.75822839678","12","6","7.968815134238603","2.0457141069348714","9","10.414674369549166","2.526453664756428"
"urn:uuid:a4bace75-680c-47fb-b9bc-e52fb72caa57","pureneutral","3.75822839678","8","3","7.968815134238603","2.0457141069348714","6","10.414674369549166","2.526453664756428"
"urn:uuid:a4bace75-680c-47fb-b9bc-e52fb72caa57","pureneutral","3.75822839678","14","6","7.968815134238603","2.0457141069348714","14","10.414674369549166","2.526453664756428"
"urn:uuid:c5d52f9d-c553-4958-a669-7d661e80775e","pureneutral","4.5735675823","10","4","8.817275278404763","2.1101235842482438","6","11.729780171751258","2.6484372802931633"
"urn:uuid:c5d52f9d-c553-4958-a669-7d661e80775e","pureneutral","4.5735675823","8","5","8.817275278404763","2.1101235842482438","7","11.729780171751258","2.6484372802931633"
"urn:uuid:c5d52f9d-c553-4958-a669-7d661e80775e","pureneutral","4.5735675823","9","8","8.817275278404763","2.1101235842482438","9","11.729780171751258","2.6484372802931633"
"urn:uuid:c5d52f9d-c553-4958-a669-7d661e80775e","pureneutral","4.5735675823","12","7","8.817275278404763","2.1101235842482438","8","11.729780171751258","2.6484372802931633"
"urn:uuid:3633484c-08d6-471d-a33b-4f8853e30a62","pureneutral","4.60169359121","19","13","8.844597735396608","2.111982818996425","16","11.772844048034507","2.6521737362820716"
"urn:uuid:3633484c-08d6-471d-a33b-4f8853e30a62","pureneutral","4.60169359121","13","9","8.844597735396608","2.111982818996425","12","11.772844048034507","2.6521737362820716"
"urn:uuid:3633484c-08d6-471d-a33b-4f8853e30a62","pureneutral","4.60169359121","18","13","8.844597735396608","2.111982818996425","17","11.772844048034507","2.6521737362820716"
"urn:uuid:3633484c-08d6-471d-a33b-4f8853e30a62","pureneutral","4.60169359121","20","11","8.844597735396608","2.111982818996425","16","11.772844048034507","2.6521737362820716"
"urn:uuid:904b9846-bb5a-4980-9e84-a7a3d07811e2","pureneutral","3.41401448904","11","8","7.573518626368146","2.011092161179035","7","9.81618337272597","2.4654919413831764"
"urn:uuid:904b9846-bb5a-4980-9e84-a7a3d07811e2","pureneutral","3.41401448904","14","8","7.573518626368146","2.011092161179035","10","9.81618337272597","2.4654919413831764"
"urn:uuid:904b9846-bb5a-4980-9e84-a7a3d07811e2","pureneutral","3.41401448904","16","10","7.573518626368146","2.011092161179035","12","9.81618337272597","2.4654919413831764"
"urn:uuid:904b9846-bb5a-4980-9e84-a7a3d07811e2","pureneutral","3.41401448904","15","10","7.573518626368146","2.011092161179035","11","9.81618337272597","2.4654919413831764"
"urn:uuid:a31cf5f9-23c3-40a1-b2cf-ffb5df0a4007","pureneutral","3.58262876183","13","8","7.770214912275552","2.0287011488510225","12","10.112886975104093","2.4961686482741507"
"urn:uuid:a31cf5f9-23c3-40a1-b2cf-ffb5df0a4007","pureneutral","3.58262876183","12","7","7.770214912275552","2.0287011488510225","10","10.112886975104093","2.4961686482741507"
"urn:uuid:a31cf5f9-23c3-40a1-b2cf-ffb5df0a4007","pureneutral","3.58262876183","13","8","7.770214912275552","2.0287011488510225","12","10.112886975104093","2.4961686482741507"
"urn:uuid:a31cf5f9-23c3-40a1-b2cf-ffb5df0a4007","pureneutral","3.58262876183","13","8","7.770214912275552","2.0287011488510225","9","10.112886975104093","2.4961686482741507"
"urn:uuid:e099d931-b0c5-4583-aec3-b7b73bc95a7f","pureneutral","3.21497474096","12","8","7.33327060549872","1.9885303638590366","8","9.456698206941487","2.4270731411883975"
"urn:uuid:e099d931-b0c5-4583-aec3-b7b73bc95a7f","pureneutral","3.21497474096","13","8","7.33327060549872","1.9885303638590366","10","9.456698206941487","2.4270731411883975"
"urn:uuid:e099d931-b0c5-4583-aec3-b7b73bc95a7f","pureneutral","3.21497474096","9","4","7.33327060549872","1.9885303638590366","8","9.456698206941487","2.4270731411883975"
"urn:uuid:e099d931-b0c5-4583-aec3-b7b73bc95a7f","pureneutral","3.21497474096","13","9","7.33327060549872","1.9885303638590366","10","9.456698206941487","2.4270731411883975"
"urn:uuid:6f90b164-a678-4fd5-b7d7-49a44b6c9e47","pureneutral","2.99292459631","5","5","7.0541763162393325","1.9608147016579294","4","9.043043769187555","2.3810798834879576"
"urn:uuid:6f90b164-a678-4fd5-b7d7-49a44b6c9e47","pureneutral","2.99292459631","12","10","7.0541763162393325","1.9608147016579294","11","9.043043769187555","2.3810798834879576"
"urn:uuid:6f90b164-a678-4fd5-b7d7-49a44b6c9e47","pureneutral","2.99292459631","11","6","7.0541763162393325","1.9608147016579294","8","9.043043769187555","2.3810798834879576"
"urn:uuid:6f90b164-a678-4fd5-b7d7-49a44b6c9e47","pureneutral","2.99292459631","10","7","7.0541763162393325","1.9608147016579294","10","9.043043769187555","2.3810798834879576"
