"simulation_run_id","model_class_label","innovation_rate","pop_richness","ssize_25","expected_25","sd_25","ssize_50","expected_50","sd_50"
"urn:uuid:4059a094-5e01-4e8f-abd6-24ee8659ade2","pureneutral","0.523313836745","3","1","2.633281036340547","1.1806207086722713","3","3.0065170309389044","1.3271357585746886"
"urn:uuid:4059a094-5e01-4e8f-abd6-24ee8659ade2","pureneutral","0.523313836745","3","1","2.633281036340547","1.1806207086722713","3","3.0065170309389044","1.3271357585746886"
"urn:uuid:4059a094-5e01-4e8f-abd6-24ee8659ade2","pureneutral","0.523313836745","6","4","2.633281036340547","1.1806207086722713","5","3.0065170309389044","1.3271357585746886"
"urn:uuid:4059a094-5e01-4e8f-abd6-24ee8659ade2","pureneutral","0.523313836745","4","2","2.633281036340547","1.1806207086722713","4","3.0065170309389044","1.3271357585746886"
"urn:uuid:4b8dce53-c4c5-414a-bb14-fc20b779b67d","pureneutral","1.55272871873","7","6","4.869958224152575","1.6772717657155356","6","5.944515647064778","1.9595259671437404"
"urn:uuid:4b8dce53-c4c5-414a-bb14-fc20b779b67d","pureneutral","1.55272871873","7","6","4.869958224152575","1.6772717657155356","6","5.944515647064778","1.9595259671437404"
"urn:uuid:4b8dce53-c4c5-414a-bb14-fc20b779b67d","pureneutral","1.55272871873","7","6","4.869958224152575","1.6772717657155356","7","5.944515647064778","1.9595259671437404"
"urn:uuid:4b8dce53-c4c5-414a-bb14-fc20b779b67d","pureneutral","1.55272871873","9","8","4.869958224152575","1.6772717657155356","7","5.944515647064778","1.9595259671437404"
"urn:uuid:89324387-512f-416e-bda6-52f4324ca79e","pureneutral","0.826682088581","2","1","3.386774158665837","1.3858543403589259","2","3.9711045665193265","1.5781913799466316"
"urn:uuid:89324387-512f-416e-bda6-52f4324ca79e","pureneutral","0.826682088581","5","2","3.386774158665837","1.3858543403589259","5","3.9711045665193265","1.5781913799466316"
"urn:uuid:89324387-512f-416e-bda6-52f4324ca79e","pureneutral","0.826682088581","3","3","3.386774158665837","1.3858543403589259","3","3.9711045665193265","1.5781913799466316"
"urn:uuid:89324387-512f-416e-bda6-52f4324ca79e","pureneutral","0.826682088581","5","3","3.386774158665837","1.3858543403589259","4","3.9711045665193265","1.5781913799466316"
"urn:uuid:15fd3403-542e-4736-9336-2f9b3b82e4d4","pureneutral","3.04061131192","13","5","7.115145555077589","1.9670106818453605","10","9.133048927638157","2.3912555647027056"
"urn:uuid:15fd3403-542e-4736-9336-2f9b3b82e4d4","pureneutral","3.04061131192","11","7","7.115145555077589","1.9670106818453605","9","9.133048927638157","2.3912555647027056"
"urn:uuid:15fd3403-542e-4736-9336-2f9b3b82e4d4","pureneutral","3.04061131192","11","6","7.115145555077589","1.9670106818453605","10","9.133048927638157","2.3912555647027056"
"urn:uuid:15fd3403-542e-4736-9336-2f9b3b82e4d4","pureneutral","3.04061131192","10","6","7.115145555077589","1.9670106818453605","9","9.133048927638157","2.3912555647027056"
"urn:uuid:029f5692-7e28-4076-abd6-23434b32917c","pureneutral","3.73346408995","19","13","7.94117914713424","2.043392118402733","12","10.37254519328866","2.5222801382391546"
"urn:uuid:029f5692-7e28-4076-abd6-23434b32917c","pureneutral","3.73346408995","16","9","7.94117914713424","2.043392118402733","9","10.37254519328866","2.5222801382391546"
"urn:uuid:029f5692-7e28-4076-abd6-23434b32917c","pureneutral","3.73346408995","10","6","7.94117914713424","2.043392118402733","5","10.37254519328866","2.5222801382391546"
